SessionFile,PlayerID,Person,Label,CheatType,SessionDurationSeconds,AimAngularSpeedMean,AimAngularSpeedStdDev,AimAngularErrorMean,AimAngularErrorStdDev,AimErrorSampleCount,AimFlipRatio,MovementSpeedMean,MovementSpeedMax,DirectionChangesPerSecond,SpeedViolationRatio,MovementPathEntropy,ReactionTimeMean,ReactionTimeStdDev,ShotIntervalMean,ShotIntervalStdDev,ShotsPerSecond,HitRate,HeadshotRate,KillsPerMinute,KillDeathRatio,TotalShots,TotalHits,TotalKills,TotalDeaths
session_2026-08-13_19-55-30.csv,RF-MS1-1-EF024FED46C,Nikolay,1,triggerbot+godmode,149.9416,61.6228,82.7335,7.04,10.4228,338,0.0,405.8994,600.0,0.5869,0.0,2.9767,0.1125,0.2249,0.3017,1.0022,3.2279,0.2583,0.0,4.8019,12.0,484,125,12,0
session_2026-08-13_19-58-20.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,59.3515,64.6796,102.7147,8.5049,8.6575,165,0.0,455.2416,600.0,0.7076,0.0,2.9791,0.1015,0.2637,0.1806,0.6676,4.0437,0.25,0.0,4.0437,2.0,240,60,4,2
session_2026-08-13_19-58-20.csv,MBurgerPC-C08954A945,Maxi,0,,119.7235,43.4678,76.1201,7.2866,10.5108,209,0.0,411.4442,600.0,0.5012,0.0,2.9722,0.2484,0.7212,0.2543,0.663,2.3972,0.2439,0.0,3.5081,1.1667,287,70,7,6
session_2026-08-13_19-58-20.csv,Stacjonarny-CA89EB15,Mateusz,0,,68.8763,42.2227,76.7931,8.6018,12.4339,260,0.0,369.2612,600.0,0.3775,0.0,2.9756,0.1992,0.812,0.182,0.5721,4.254,0.2491,0.0,6.0979,3.5,293,73,7,2
session_2026-08-13_19-58-20.csv,Phileas-PC-167800BF4,Phileas,0,,74.6311,43.1824,90.3629,6.1782,7.143,79,0.0,304.0678,600.0,0.0804,0.0,2.9671,0.0864,0.1964,0.1369,0.2044,1.2863,0.2292,0.0,4.0198,1.0,96,22,5,5
session_2026-08-13_20-01-10.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,113.7782,32.1339,72.9044,7.889,9.1628,131,0.0,269.8947,907.7753,0.2637,0.0018,2.966,0.1716,0.5694,0.2925,1.384,1.3623,0.2645,0.0,2.1094,2.0,155,41,4,2
session_2026-08-13_20-01-10.csv,MBurgerPC-C08954A945,Maxi,1,wallhack,120.7334,27.8888,68.7049,8.0029,10.5412,110,0.0,247.3569,600.0,0.323,0.0,2.8697,0.3224,0.4453,0.2783,0.7071,1.2258,0.2432,0.0,2.4848,0.8333,148,36,5,6
session_2026-08-13_20-01-10.csv,Phileas-PC-167800BF4,Phileas,0,,91.8867,51.7,90.7663,6.7455,8.8485,198,0.0,413.9762,600.0,0.37,0.0,2.9553,0.0828,0.1784,0.2074,0.441,2.4487,0.2356,0.0,2.6119,1.0,225,53,4,4
session_2026-08-13_20-01-10.csv,Stacjonarny-CA89EB15,Mateusz,0,,79.1157,42.7664,72.9534,4.9436,6.3448,224,0.0,433.3405,600.0,0.5814,0.0,2.9598,0.1037,0.3059,0.149,0.2896,3.5518,0.2064,0.0,3.0335,1.0,281,58,4,4
session_2026-08-13_20-04-00.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,124.7922,54.4319,95.0364,8.4119,10.7053,193,0.0,408.6399,600.0,0.4007,0.0,2.9715,0.1254,0.3301,0.2033,0.5814,2.1876,0.2088,0.0,2.8848,1.2,273,57,6,5
session_2026-08-13_20-04-00.csv,MBurgerPC-C08954A945,Maxi,0,,124.6591,42.0857,69.9025,6.7621,8.9898,330,0.0,399.7068,816.3524,0.6899,0.0016,2.9743,0.139,0.4297,0.192,0.5036,3.4093,0.1976,0.0,4.3318,1.8,425,84,9,5
session_2026-08-13_20-04-00.csv,Phileas-PC-167800BF4,Phileas,0,,114.6359,58.5626,107.0902,8.02,8.9354,195,0.0017,397.3313,600.0,0.4798,0.0,2.9596,0.1385,0.5103,0.1965,0.6106,2.0761,0.2311,0.0,2.0936,0.5714,238,55,4,7
session_2026-08-13_20-04-00.csv,Stacjonarny-CA89EB15,Mateusz,0,,117.6019,48.8125,79.2934,9.7305,11.5058,263,0.0,448.7973,600.0,0.4762,0.0,2.9689,0.0841,0.268,0.1495,0.3536,3.0272,0.1798,0.0,2.0408,0.6667,356,64,4,6
session_2026-08-13_20-06-50.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,134.9422,19.7732,62.9251,10.2412,9.4123,70,0.0,148.1355,600.0,0.1408,0.0,2.8573,0.0301,0.018,0.2142,0.5373,0.6077,0.1463,0.0,0.4446,0.3333,82,12,1,3
session_2026-08-13_20-06-50.csv,MBurgerPC-C08954A945,Maxi,0,,124.7147,24.8955,60.6282,8.1436,11.4949,157,0.0,242.4357,600.0,0.2566,0.0,2.9777,0.1468,0.461,0.2182,0.5927,1.6758,0.2344,0.0,1.4433,0.6,209,49,3,5
session_2026-08-13_20-06-50.csv,Phileas-PC-167800BF4,Phileas,0,,124.8788,42.8081,86.207,7.3424,8.1398,217,0.0,366.3773,600.0,0.2963,0.0,2.9852,0.0847,0.1434,0.1895,0.5477,2.2262,0.1691,0.0,1.4414,0.6,278,47,3,5
session_2026-08-13_20-06-50.csv,Stacjonarny-CA89EB15,Mateusz,0,,129.8648,39.3947,74.4443,8.1067,10.126,334,0.0,324.7791,600.0,0.5621,0.0,2.9699,0.1861,0.7758,0.2002,0.59,3.4805,0.1792,0.0,4.6202,2.5,452,81,10,4
session_2026-08-13_20-10-52.csv,MBurgerPC-C08954A945,Maxi,0,,124.751,39.2276,68.1848,6.7338,9.1314,243,0.0,360.351,600.0,0.5852,0.0,2.937,0.1588,0.5819,0.1958,0.4434,3.1904,0.1935,0.0,2.8857,1.2,398,77,6,5
session_2026-08-13_20-10-52.csv,Phileas-PC-167800BF4,Phileas,0,,129.8927,51.3088,93.4166,10.6254,12.0766,320,0.0,405.8374,600.0,0.5158,0.0,2.9822,0.1733,0.5315,0.1785,0.5248,3.3566,0.1927,0.0,2.7715,1.5,436,84,6,4
session_2026-08-13_20-10-52.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,134.7802,29.3104,81.9538,14.4664,13.5757,82,0.0,157.7322,600.0,0.1039,0.0,2.9506,0.0537,0.0191,0.1617,0.4591,0.8384,0.177,0.0,0.4452,0.3333,113,20,1,3
session_2026-08-13_20-10-52.csv,Stacjonarny-CA89EB15,Mateusz,0,,139.8558,17.161,58.2257,8.3674,9.9965,30,0.0,150.0229,600.0,0.3003,0.0,2.9409,0.1404,0.1623,0.2817,0.2535,0.429,0.1667,0.0,0.429,0.5,60,10,1,2
session_2026-08-13_20-13-42.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,104.5144,60.0293,91.6058,7.8053,9.5107,177,0.0,501.9616,600.0,0.4019,0.0,2.9765,0.1814,0.6469,0.1637,0.2696,2.7078,0.2332,0.0,3.4445,0.6667,283,66,6,9
session_2026-08-13_20-13-42.csv,Phileas-PC-167800BF4,Phileas,1,wallhack,114.6823,50.9493,99.0603,4.8698,7.8354,167,0.0,410.7308,600.0,0.7237,0.0,2.976,0.1706,0.4753,0.2198,0.2721,1.8486,0.3208,0.0,3.1391,0.8571,212,68,6,7
session_2026-08-13_20-13-42.csv,Stacjonarny-CA89EB15,Mateusz,0,,120.0231,47.5825,83.8577,6.7576,9.0942,262,0.0,400.1413,600.0,0.4666,0.0,2.9462,0.0309,0.0345,0.1994,0.7596,2.5745,0.2362,0.0,3.9992,1.3333,309,73,8,6
session_2026-08-13_20-13-42.csv,MBurgerPC-C08954A945,Maxi,0,,119.8191,46.273,75.9035,6.9007,9.3869,500,0.0,397.4262,600.0,0.6093,0.0,2.9052,0.129,0.3973,0.1375,0.2487,4.9157,0.2122,0.0,5.0075,1.6667,589,125,10,6
session_2026-08-13_20-16-32.csv,Phileas-PC-167800BF4,Phileas,0,,129.8455,37.783,89.6856,8.3469,9.5277,185,0.0,263.7338,600.0,0.2541,0.0,2.9679,0.0702,0.1067,0.1756,0.5278,1.8484,0.2083,0.0,2.3104,1.25,240,50,5,4
session_2026-08-13_20-16-32.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,114.6345,61.6613,93.96,9.562,11.3401,284,0.0,497.2254,600.0,0.5932,0.0,2.9476,0.1036,0.3028,0.198,0.5386,3.0357,0.2069,0.0,2.617,0.7143,348,72,5,7
session_2026-08-13_20-16-32.csv,Stacjonarny-CA89EB15,Mateusz,0,,115.7036,53.1061,80.1358,7.886,9.8236,427,0.0,405.9409,600.0,0.5272,0.0,2.9724,0.0636,0.2238,0.155,0.3866,4.6412,0.2104,0.0,4.6671,1.2857,537,113,9,7
session_2026-08-13_20-16-32.csv,MBurgerPC-C08954A945,Maxi,0,,124.7285,23.0863,56.0512,8.4239,11.2667,145,0.0,263.0564,600.0,0.3367,0.0,2.9582,0.2095,0.7743,0.1961,0.5676,1.6917,0.1659,0.0,2.4052,1.0,211,35,5,5
session_2026-08-13_20-19-22.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,71.6407,63.9113,91.9981,7.1799,8.4307,96,0.0,423.5668,600.0,0.7119,0.0,2.9724,0.078,0.1404,0.2404,0.4333,1.8844,0.363,0.0,3.3501,4.0,135,49,4,0
session_2026-08-13_20-19-22.csv,Phileas-PC-167800BF4,Phileas,0,,114.6697,66.7564,117.0777,16.3773,13.083,101,0.0009,403.2608,600.0,0.3924,0.0,2.9715,0.3174,0.7343,0.3428,0.5733,1.1686,0.2687,0.0,2.093,0.5714,134,36,4,7
session_2026-08-13_20-19-22.csv,Stacjonarny-CA89EB15,Mateusz,0,,59.7745,52.9113,88.4994,5.3515,9.1807,57,0.0,290.7848,600.0,0.4684,0.0,2.957,0.0599,0.0654,0.3844,1.8228,1.4387,0.2326,0.0,1.0038,0.5,86,20,1,2
session_2026-08-13_20-19-22.csv,MBurgerPC-C08954A945,Maxi,0,,128.464,26.1723,52.5893,7.2413,10.1781,367,0.0,311.5627,600.0,0.4126,0.0,2.9381,0.1108,0.4101,0.1609,0.439,3.8065,0.1738,0.0,4.6706,2.0,489,85,10,5
session_2026-08-13_20-22-12.csv,RF-MS1-1-EF024FED46C,Nikolay,1,godmode+triggerbot,149.9789,31.8955,63.9709,3.7102,5.7786,289,0.0,216.53,600.0,0.9268,0.0,2.9736,0.1688,0.5131,0.4409,1.5863,2.2737,0.3372,0.0,4.0006,10.0,341,115,10,0
session_2026-08-13_20-22-12.csv,Phileas-PC-167800BF4,Phileas,0,,104.7324,71.5785,125.2213,11.2827,13.5776,93,0.0019,442.4117,600.0,0.5538,0.0,2.9778,0.0779,0.1131,0.2267,0.5489,1.5468,0.179,0.0,2.2916,0.4444,162,29,4,9
session_2026-08-13_20-22-12.csv,Stacjonarny-CA89EB15,Mateusz,0,,138.6458,34.3215,65.3091,3.3429,6.0749,294,0.0,187.0824,600.0,0.4905,0.0,2.8754,0.2596,0.8783,0.27,1.2456,3.0509,0.2128,0.0,2.1638,1.6667,423,90,5,3
session_2026-08-13_20-22-12.csv,MBurgerPC-C08954A945,Maxi,0,,109.6089,29.9089,77.497,11.0299,11.2046,122,0.0,299.7704,600.0,0.3102,0.0,2.9584,0.1229,0.0833,0.1345,0.1122,2.0254,0.1036,0.0,0.0,0.0,222,23,0,8
session_2026-08-13_20-25-02.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,124.7769,53.6287,83.8385,8.1316,8.9297,252,0.0,461.628,600.0,0.4728,0.0,2.962,0.1152,0.3863,0.1858,0.6671,2.8932,0.1939,0.0,3.366,1.4,361,70,7,5
session_2026-08-13_20-25-02.csv,MBurgerPC-C08954A945,Maxi,0,,124.7959,39.7591,67.1469,9.6592,11.2836,437,0.0,444.7351,600.0,0.601,0.0,2.8499,0.115,0.4369,0.1551,0.3329,4.6396,0.1762,0.0,5.7694,2.4,579,102,12,5
session_2026-08-13_20-25-02.csv,Phileas-PC-167800BF4,Phileas,0,,109.5172,75.753,110.2009,10.3297,11.0275,257,0.0,519.3621,600.0,0.6392,0.0,2.9846,0.2233,0.7265,0.1804,0.4321,3.1685,0.1902,0.0,1.6436,0.375,347,66,3,8
session_2026-08-13_20-25-02.csv,Stacjonarny-CA89EB15,Mateusz,0,,109.5554,55.8127,86.7779,8.8615,9.6241,198,0.0,447.0855,600.0,0.5751,0.0,2.9496,0.131,0.2135,0.2631,0.4825,2.2637,0.2258,0.0,2.1907,0.5,248,56,4,8
session_2026-08-13_20-27-53.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,127.043,61.5381,93.4328,9.7298,10.596,318,0.0,468.2677,600.0,0.6376,0.0,2.9893,0.1226,0.437,0.1634,0.4722,3.4162,0.2166,0.0,4.7228,2.0,434,94,10,5
session_2026-08-13_20-27-53.csv,MBurgerPC-C08954A945,Maxi,1,aimbot,114.6802,40.5174,105.4186,5.0211,9.3707,145,0.007,309.3436,600.0,0.5232,0.0,2.9376,0.1856,0.1471,0.26,0.3521,1.4737,0.3373,0.0,0.5232,0.1429,169,57,1,7
session_2026-08-13_20-27-53.csv,Phileas-PC-167800BF4,Phileas,1,wallhack,124.7092,46.3951,96.6734,8.1979,9.3131,260,0.0008,394.0071,600.0,0.5132,0.0,2.9878,0.093,0.2769,0.1569,0.3599,3.0551,0.1969,0.0,2.8867,1.2,381,75,6,5
session_2026-08-13_20-27-53.csv,Stacjonarny-CA89EB15,Mateusz,0,,109.635,65.2921,94.0354,9.108,9.5957,313,0.0,459.1063,600.0,0.675,0.0,2.9325,0.1317,0.42,0.1286,0.2214,3.8674,0.1981,0.0,3.8309,0.875,424,84,7,8
session_2026-08-13_20-40-09.csv,Phileas-PC-167800BF4,Phileas,1,aimbot,134.8303,48.2129,151.5346,6.8927,9.903,349,0.0089,395.5467,669.5514,0.5414,0.0007,2.9754,0.0585,0.0663,0.1486,0.2673,4.057,0.1993,0.0,5.785,4.3333,547,109,13,3
session_2026-08-13_20-40-09.csv,MBurgerPC-C08954A945,Maxi,0,,114.5244,42.9097,71.0519,7.996,9.9274,214,0.0,501.9606,600.0,0.5676,0.0,2.9657,0.2688,0.6238,0.3187,0.5258,2.2441,0.2062,0.0,1.5717,0.4286,257,53,3,7
session_2026-08-13_20-40-09.csv,Stacjonarny-CA89EB15,Mateusz,0,,119.6699,47.5589,88.5703,9.0954,13.3698,6,0.0,343.0018,600.0,0.3343,0.0,2.9618,0.5124,0.9015,0.5347,1.328,0.2674,0.1875,0.0,0.0,0.0,32,6,0,6
session_2026-08-13_20-40-09.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,134.8002,37.4487,78.1811,8.7538,9.9119,119,0.0,316.0653,600.0,0.319,0.0,2.943,0.1588,0.3491,0.3148,1.2202,1.0237,0.2101,0.0,1.3353,1.0,138,29,3,3
session_2026-08-13_20-42-59.csv,Phileas-PC-167800BF4,Phileas,0,,129.818,68.012,99.4861,9.5043,9.5127,384,0.0,477.1801,600.0,0.6394,0.0,2.9565,0.11,0.288,0.1858,0.5461,3.8592,0.1876,0.0,4.6219,2.5,501,94,10,4
session_2026-08-13_20-42-59.csv,MBurgerPC-C08954A945,Maxi,0,,111.2305,42.2468,83.6389,6.9803,9.2352,174,0.0,381.9214,600.0,0.4945,0.0,2.9493,0.4123,0.843,0.3042,0.7526,1.9869,0.2534,0.0,3.2365,1.0,221,56,6,6
session_2026-08-13_20-42-59.csv,Stacjonarny-CA89EB15,Mateusz,0,,129.8152,52.2883,84.7414,19.0942,15.5353,74,0.0,371.6678,600.0,0.6702,0.0,2.931,0.0334,0.0,0.2282,1.5236,1.2017,0.0449,0.0,0.0,0.0,156,7,0,4
session_2026-08-13_20-42-59.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,129.6798,56.4719,89.7394,8.3706,10.2427,209,0.0,446.9341,600.0,0.7249,0.0,2.9831,0.0878,0.2268,0.2956,1.941,2.2594,0.2014,0.0,0.9254,0.5,293,59,2,4
session_2026-08-13_20-45-49.csv,Phileas-PC-167800BF4,Phileas,0,,129.7693,64.4677,98.8113,8.0229,9.5816,278,0.0,474.8408,600.0,0.4469,0.0,2.9634,0.1132,0.361,0.22,0.5658,2.9129,0.1984,0.0,4.1612,2.25,378,75,9,4
session_2026-08-13_20-45-49.csv,MBurgerPC-C08954A945,Maxi,0,,126.2566,29.1947,65.8642,9.4534,11.7445,231,0.0,236.3303,600.0,0.2614,0.0,2.8923,0.205,0.6801,0.169,0.4317,2.1781,0.1782,0.0,2.3761,1.0,275,49,5,5
session_2026-08-13_20-45-49.csv,Stacjonarny-CA89EB15,Mateusz,0,,129.7991,33.002,64.9817,6.4055,8.633,214,0.0,279.5208,600.0,0.2928,0.0,2.9529,0.0466,0.0272,0.2104,0.9826,1.8952,0.2154,0.0,0.9245,0.5,246,53,2,4
session_2026-08-13_20-45-49.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,116.898,57.1536,93.8725,4.0868,6.6449,59,0.0,306.289,1031.2649,0.5218,0.0009,2.9702,0.051,0.0524,0.1867,0.742,0.6844,0.25,0.0,1.0265,0.3333,80,20,2,6
session_2026-08-13_20-48-39.csv,Phileas-PC-167800BF4,Phileas,0,,99.6739,54.0809,100.6077,6.2285,7.2212,49,0.0,377.809,600.0,0.311,0.0,2.9769,0.4314,1.0448,0.3485,1.3975,0.7123,0.1972,0.0,0.0,0.0,71,14,0,10
session_2026-08-13_20-48-39.csv,MBurgerPC-C08954A945,Maxi,0,,119.8583,36.2538,81.6105,9.3598,12.2766,102,0.0,251.4643,600.0,0.4338,0.0,2.9022,0.0925,0.0928,0.1573,0.3572,1.5435,0.0757,0.0,0.0,0.0,185,14,0,6
session_2026-08-13_20-48-39.csv,RF-MS1-1-EF024FED46C,Nikolay,1,aimbot+wallhack+triggerbot+godmode,149.9694,44.7333,143.1136,11.6781,13.5482,805,0.008,278.3868,600.0,0.5001,0.0,2.9705,0.0453,0.0512,0.0907,0.1183,10.5021,0.113,0.0,6.4013,16.0,1575,178,16,0
session_2026-08-14_14-25-16.csv,Phileas-PC-167800BF4,Phileas,0,,129.845,61.8045,97.3459,9.4736,10.298,282,0.0008,427.3964,600.0,0.8626,0.0,2.9587,0.1952,0.6954,0.2578,0.739,2.9805,0.2016,0.0,3.2346,1.75,387,78,7,4
session_2026-08-14_14-25-16.csv,Stacjonarny-CA89EB15,Mateusz,0,,129.7507,40.0861,67.2062,10.4048,10.7575,121,0.0,396.5014,600.0,0.6628,0.0,2.9473,0.2657,0.6712,0.3076,0.6976,1.5568,0.1683,0.0,0.9249,0.5,202,34,2,4
session_2026-08-14_14-25-16.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,129.8522,49.0809,90.3466,6.9183,7.7127,235,0.0,386.5225,607.3073,0.5314,0.0,2.9715,0.114,0.3251,0.2178,0.8823,2.5491,0.2236,0.0,3.2344,1.75,331,74,7,4
session_2026-08-14_14-25-16.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,124.7734,36.5589,76.5387,10.3772,9.6649,137,0.0,334.409,600.0,0.4248,0.0,2.9762,0.0716,0.0745,0.1567,0.2316,1.5308,0.1571,0.0,0.9617,0.4,191,30,2,5
session_2026-08-14_14-28-06.csv,Phileas-PC-167800BF4,Phileas,0,,114.6652,68.8169,102.8496,7.1423,7.6394,215,0.0,487.2444,624.7386,0.5058,0.0009,2.9607,0.1103,0.1261,0.2148,0.7644,2.564,0.2483,0.0,2.6163,0.7143,294,73,5,7
session_2026-08-14_14-28-06.csv,Stacjonarny-CA89EB15,Mateusz,0,,119.7217,53.846,83.3478,7.6735,9.8334,376,0.0,483.2995,600.0,0.6515,0.0,2.9488,0.1068,0.3465,0.1576,0.3726,3.7754,0.2389,0.0,5.0116,1.6667,452,108,10,6
session_2026-08-14_14-28-06.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,124.6953,36.1651,74.3278,8.4987,9.9992,204,0.0,331.1473,600.0,0.3047,0.0,2.914,0.1151,0.447,0.1894,0.6095,2.037,0.2008,0.0,3.3682,1.4,254,51,7,5
session_2026-08-14_14-28-06.csv,LAPTOP-IN41KCMK-5468,Clemi,1,aimbot,114.6685,54.9341,165.613,10.5066,11.7349,114,0.0105,331.2079,600.0,0.6192,0.0,2.9711,0.0802,0.1027,0.1376,0.2975,2.1802,0.124,0.0,1.5697,0.4286,250,31,3,7
session_2026-08-14_14-30-56.csv,MBurgerPC-C08954A945,Maxi,0,,124.6501,43.0413,77.9604,8.6288,9.8418,349,0.0,398.1193,600.0,0.6338,0.0,2.9627,0.1567,0.4935,0.2057,0.5008,3.5459,0.2059,0.0,5.7762,2.4,442,91,12,5
session_2026-08-14_14-30-56.csv,Phileas-PC-167800BF4,Phileas,0,,119.749,67.6479,116.9713,7.4634,8.0378,123,0.0,486.4828,600.0,0.3591,0.0,2.985,0.2516,0.604,0.3983,0.8736,1.3695,0.2805,0.0,2.5052,0.8333,164,46,5,6
session_2026-08-14_14-30-56.csv,Stacjonarny-CA89EB15,Mateusz,0,,115.1338,26.6168,67.0102,8.0884,10.1285,194,0.0,215.1461,600.0,0.2519,0.0,2.9295,0.0425,0.0287,0.1388,0.2526,2.3972,0.1848,0.0,1.5634,0.4286,276,51,3,7
session_2026-08-14_14-30-56.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,109.6471,60.7476,91.9078,6.9933,9.0295,279,0.0,515.9763,600.0,0.4469,0.0,2.9573,0.0942,0.4071,0.1626,0.3765,3.5204,0.2021,0.0,2.7361,0.625,386,78,5,8
session_2026-08-14_14-30-56.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,124.7496,47.4683,76.1772,9.048,10.6937,343,0.0,459.0865,600.0,0.6573,0.0,2.9655,0.2139,0.7215,0.1643,0.4053,3.5511,0.1693,0.0,2.4048,1.0,443,75,5,5
session_2026-08-14_14-33-46.csv,MBurgerPC-C08954A945,Maxi,0,,111.7236,29.7603,75.2803,12.8545,9.6111,145,0.0,233.5426,600.0,0.2059,0.0,2.7997,0.0525,0.0719,0.1438,0.2142,1.5574,0.1494,0.0,2.1482,0.5714,174,26,4,7
session_2026-08-14_14-33-46.csv,Phileas-PC-167800BF4,Phileas,0,,94.6575,65.6892,116.1088,10.8461,9.3668,52,0.0011,338.9059,600.0,0.3169,0.0,2.9044,0.4967,1.0763,0.2449,0.5407,0.8557,0.1605,0.0,0.0,0.0,81,13,0,11
session_2026-08-14_14-33-46.csv,Stacjonarny-CA89EB15,Mateusz,1,aimbot+triggerbot,114.3367,29.9026,78.4326,11.8112,13.2852,49,0.0,264.9805,600.0,0.3498,0.0,2.9895,0.0334,0.0236,0.1387,0.2379,0.6122,0.1714,0.0,0.0,0.0,70,12,0,7
session_2026-08-14_14-33-46.csv,RF-MS1-1-EF024FED46C,Nikolay,1,aimbot+wallhack+triggerbot+godmode,150.0277,56.7682,198.5286,7.005,10.9813,955,0.02,233.4844,600.0,0.4999,0.0,2.9638,0.0493,0.0835,0.099,0.1218,9.5382,0.1754,0.0,11.1979,28.0,1431,251,28,0
session_2026-08-14_14-33-46.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,114.7013,26.4936,73.2983,4.2867,3.8502,27,0.0,199.9351,600.0,0.1918,0.0,2.8927,0.1058,0.1396,0.1347,0.1773,0.3051,0.2571,0.0,0.0,0.0,35,9,0,7
session_2026-08-14_14-40-47.csv,Phileas-PC-167800BF4,Phileas,0,,124.7371,45.5847,99.4576,7.5193,8.187,150,0.0,308.6781,600.0,0.5131,0.0,2.9689,0.1265,0.2189,0.2175,0.6118,1.7316,0.2407,0.0,2.8861,1.2,216,52,6,5
session_2026-08-14_14-40-47.csv,MBurgerPC-C08954A945,Maxi,0,,124.7728,39.9442,73.8885,7.032,9.074,280,0.0,141.5213,600.0,0.1042,0.0,2.8557,0.1101,0.0901,0.2518,0.4924,2.6689,0.2462,0.0,1.4426,0.6,333,82,3,5
session_2026-08-14_14-40-47.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,124.7314,50.8058,89.8739,7.7365,9.228,268,0.0,348.9246,600.0,0.481,0.0,2.9739,0.2137,0.7485,0.1551,0.3426,2.8221,0.25,0.0,3.8483,1.6,352,88,8,5
session_2026-08-14_14-40-47.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,118.5236,53.6069,91.7711,5.9723,7.0321,228,0.0,430.4937,600.0,0.6918,0.0,2.9328,0.0559,0.0767,0.2234,0.6824,2.4552,0.1959,0.0,2.5311,0.8333,291,57,5,6
session_2026-08-14_14-43-37.csv,Phileas-PC-167800BF4,Phileas,1,aimbot,128.7912,41.1378,147.3343,4.5069,10.2142,183,0.007,327.7236,600.0,0.7765,0.0,2.9751,0.1383,0.1008,0.226,0.184,1.9101,0.4024,0.0,3.2611,1.4,246,99,7,5
session_2026-08-14_14-43-37.csv,MBurgerPC-C08954A945,Maxi,0,,124.7482,31.647,68.4485,7.8177,12.6664,211,0.0,247.6891,600.0,0.2325,0.0,2.9605,0.0412,0.0282,0.2428,0.8083,2.8778,0.1894,0.0,2.8858,1.2,359,68,6,5
session_2026-08-14_14-43-37.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,113.5923,58.7198,103.1693,14.8603,13.5047,194,0.0,398.52,600.0,0.5546,0.0,2.9708,0.2197,0.7539,0.1491,0.2352,2.4297,0.1594,0.0,2.1128,0.5714,276,44,4,7
session_2026-08-14_14-43-37.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,124.6191,43.4751,87.0951,9.1586,10.0412,199,0.0,364.6735,600.0,0.5055,0.0,2.9457,0.244,0.7535,0.2537,0.6535,2.295,0.2273,0.0,3.3703,1.4,286,65,7,5
session_2026-08-14_14-43-37.csv,Stacjonarny-CA89EB15,Mateusz,0,,96.5187,40.4176,74.2516,9.2576,10.6799,151,0.0,337.8317,600.0,0.4662,0.0,2.9312,0.1537,0.3113,0.2189,0.3936,2.1654,0.2201,0.0,3.1082,1.0,209,46,5,5
session_2026-08-14_14-46-27.csv,Phileas-PC-167800BF4,Phileas,0,,119.7694,68.1597,106.2465,9.2383,10.333,406,0.0,472.713,600.0,0.5761,0.0,2.959,0.269,0.7877,0.1558,0.4152,3.9409,0.2034,0.0,3.5067,1.1667,472,96,7,6
session_2026-08-14_14-46-27.csv,MBurgerPC-C08954A945,Maxi,0,,124.7796,42.2245,76.3668,6.9723,9.3196,505,0.0,372.3749,600.0,0.4007,0.0,2.8453,0.1512,0.4967,0.1368,0.3806,5.1932,0.1636,0.0,3.8468,1.6,648,106,8,5
session_2026-08-14_14-46-27.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,110.683,68.7593,105.9187,10.4355,11.1014,270,0.0,462.5524,689.5155,0.4066,0.0009,2.9683,0.1212,0.4529,0.1798,0.5452,3.1441,0.1897,0.0,3.2525,0.75,348,66,6,8
session_2026-08-14_14-46-27.csv,LAPTOP-IN41KCMK-5468,Clemi,0,,124.7528,38.1191,82.1961,7.9362,7.8384,198,0.0,328.8423,600.0,0.4329,0.0,2.9553,0.0601,0.0734,0.1428,0.2305,1.8036,0.1778,0.0,2.4048,1.0,225,40,5,5
session_2026-08-14_14-46-27.csv,Stacjonarny-CA89EB15,Mateusz,0,,114.7356,31.896,84.1746,8.074,10.5434,186,0.0,173.7341,600.0,0.2092,0.0,2.9693,0.0458,0.149,0.1342,0.2343,2.3184,0.1654,0.0,2.0918,0.5714,266,44,4,7
session_2026-08-14_14-52-07.csv,Phileas-PC-167800BF4,Phileas,0,,134.8942,41.2685,82.7905,9.3861,9.3488,262,0.0,335.295,600.0,0.2372,0.0,2.9642,0.2352,0.7417,0.1914,0.6149,2.2833,0.1883,0.0,2.6688,2.0,308,58,6,3
