SessionFile,PlayerID,Person,Label,CheatType,RuleCalibrated_Frac,RuleCalibrated_Label
session_2026-08-14_15-10-30.csv,MBurgerPC-1F26792842,Maxi,0,,0.0,0
session_2026-08-14_15-13-20.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-13-20.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.7,1
session_2026-08-14_15-13-20.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-14_15-13-20.csv,MBurgerPC-1F26792842,Maxi,1,aimbot+triggerbot,0.2,0
session_2026-08-14_15-16-10.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-16-10.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-14_15-16-10.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-14_15-16-10.csv,MBurgerPC-1F26792842,Maxi,0,,0.3,0
session_2026-08-14_15-19-00.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-19-00.csv,MBurgerPC-1F26792842,Maxi,0,,0.0,0
session_2026-08-14_15-19-00.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-14_15-19-00.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-14_15-21-50.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-21-50.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-14_15-21-50.csv,Stacjonarny-CA89EB15,Mateusz,1,aimbot+wallhack+triggerbot+godmode,1.0,1
session_2026-08-14_15-24-40.csv,Phileas-PC-167800BF4,Phileas,0,,1.0,1
session_2026-08-14_15-24-40.csv,MBurgerPC-1F26792842,Maxi,0,,0.0,0
session_2026-08-14_15-24-40.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-14_15-24-40.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-14_15-37-31.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-37-31.csv,MBurgerPC-C8AB03D241,Maxi,0,,0.0,0
session_2026-08-14_15-37-31.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.7,1
session_2026-08-14_15-37-31.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-14_15-40-21.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-40-21.csv,MBurgerPC-C8AB03D241,Maxi,0,,0.3,0
session_2026-08-14_15-40-21.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-14_15-40-21.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-14_15-43-11.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-14_15-43-11.csv,MBurgerPC-C8AB03D241,Maxi,0,,0.0,0
session_2026-08-14_15-43-11.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-14_15-43-11.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_18-26-35.csv,Phileas-PC-167800BF4,Phileas,0,,0.2,0
session_2026-08-15_18-26-35.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_18-26-35.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_18-26-35.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-29-25.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-29-25.csv,MBurgerPC-C08954A945,Maxi,1,aimbot+triggerbot,1.0,1
session_2026-08-15_18-29-25.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_18-29-25.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-32-15.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_18-32-15.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_18-32-15.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-32-15.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-35-05.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-35-05.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_18-35-05.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
